feature_set,model_group,method,horizon_path,plots_root,horizon_field,mean_error,time_sec,display_method
motion_yaw,constant_velocity,constant_velocity_last_step,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/constant_velocity/constant_velocity_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_6p0s,2.6385461937492933,6.0,constant_velocity_last_step
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_0p5s,0.1108455324695321,0.5,gru_hidden_128_layers_3
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p0s,0.2117808739514492,1.0,gru_hidden_128_layers_3
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p5s,0.322176990697368,1.5,gru_hidden_128_layers_3
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p0s,0.4428000068053899,2.0,gru_hidden_128_layers_3
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p5s,0.5735940782277876,2.5,gru_hidden_128_layers_3
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p0s,0.7193137356311623,3.0,gru_hidden_128_layers_3
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p5s,0.8695011391623253,3.5,gru_hidden_128_layers_3
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p0s,1.0348765432592535,4.0,gru_hidden_128_layers_3
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p5s,1.225813686614856,4.5,gru_hidden_128_layers_3
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p0s,1.4255632026812568,5.0,gru_hidden_128_layers_3
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p5s,1.6461169958873307,5.5,gru_hidden_128_layers_3
motion_yaw,gru,gru_hidden_128_layers_3,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_6p0s,1.8935206402318063,6.0,gru_hidden_128_layers_3
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_0p5s,0.0864957969742218,0.5,linear_regression
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p0s,0.1978176871074207,1.0,linear_regression
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p5s,0.3377460088714459,1.5,linear_regression
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p0s,0.4959986476050372,2.0,linear_regression
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p5s,0.6823496397132245,2.5,linear_regression
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p0s,0.8917836084901037,3.0,linear_regression
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p5s,1.123012233546681,3.5,linear_regression
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p0s,1.3762279004652307,4.0,linear_regression
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p5s,1.660602783155892,4.5,linear_regression
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p0s,1.9600851192788635,5.0,linear_regression
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p5s,2.273519187734399,5.5,linear_regression
motion_yaw,linear_regression,linear_regression,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/linear_regression/linear_regression_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_6p0s,2.6140753069088203,6.0,linear_regression
motion_yaw,lstm,lstm_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_0p5s,0.1092792106655906,0.5,lstm_hidden_128_layers_2
motion_yaw,lstm,lstm_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p0s,0.2101001028487107,1.0,lstm_hidden_128_layers_2
motion_yaw,lstm,lstm_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p5s,0.3220319890900679,1.5,lstm_hidden_128_layers_2
motion_yaw,lstm,lstm_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p0s,0.4454027028749062,2.0,lstm_hidden_128_layers_2
motion_yaw,lstm,lstm_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p5s,0.5673886536935077,2.5,lstm_hidden_128_layers_2
motion_yaw,lstm,lstm_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p0s,0.7063606498803975,3.0,lstm_hidden_128_layers_2
motion_yaw,lstm,lstm_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p5s,0.855350360383785,3.5,lstm_hidden_128_layers_2
motion_yaw,lstm,lstm_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p0s,1.017210585170026,4.0,lstm_hidden_128_layers_2
motion_yaw,lstm,lstm_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p5s,1.1991380147585666,4.5,lstm_hidden_128_layers_2
motion_yaw,lstm,lstm_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p0s,1.3916609696885147,5.0,lstm_hidden_128_layers_2
motion_yaw,lstm,lstm_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p5s,1.615129581689292,5.5,lstm_hidden_128_layers_2
motion_yaw,lstm,lstm_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_6p0s,1.861397318890588,6.0,lstm_hidden_128_layers_2
motion_yaw,mlp,mlp_hidden_256,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/mlp/mlp_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_0p5s,0.1054360028278593,0.5,mlp_hidden_256
motion_yaw,mlp,mlp_hidden_256,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/mlp/mlp_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p0s,0.2078745485776545,1.0,mlp_hidden_256
motion_yaw,mlp,mlp_hidden_256,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/mlp/mlp_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p5s,0.3434010444623048,1.5,mlp_hidden_256
motion_yaw,mlp,mlp_hidden_256,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/mlp/mlp_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p0s,0.48046334666155,2.0,mlp_hidden_256
motion_yaw,mlp,mlp_hidden_256,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/mlp/mlp_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p5s,0.6353673628777456,2.5,mlp_hidden_256
motion_yaw,mlp,mlp_hidden_256,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/mlp/mlp_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p0s,0.7982559740269359,3.0,mlp_hidden_256
motion_yaw,mlp,mlp_hidden_256,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/mlp/mlp_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p5s,1.0093352273773812,3.5,mlp_hidden_256
motion_yaw,mlp,mlp_hidden_256,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/mlp/mlp_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p0s,1.2172089240709532,4.0,mlp_hidden_256
motion_yaw,mlp,mlp_hidden_256,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/mlp/mlp_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p5s,1.4596968778932933,4.5,mlp_hidden_256
motion_yaw,mlp,mlp_hidden_256,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/mlp/mlp_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p0s,1.721226743136702,5.0,mlp_hidden_256
motion_yaw,mlp,mlp_hidden_256,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/mlp/mlp_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p5s,1.979683263778332,5.5,mlp_hidden_256
motion_yaw,mlp,mlp_hidden_256,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/mlp/mlp_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_6p0s,2.283987212289172,6.0,mlp_hidden_256
motion_yaw,transformer,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/transformer/transformer_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_0p5s,0.1285313071669158,0.5,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003
motion_yaw,transformer,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/transformer/transformer_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p0s,0.2317484817388256,1.0,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003
motion_yaw,transformer,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/transformer/transformer_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_1p5s,0.3431740318218627,1.5,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003
motion_yaw,transformer,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/transformer/transformer_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p0s,0.4712628152926548,2.0,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003
motion_yaw,transformer,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/transformer/transformer_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_2p5s,0.610695824971613,2.5,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003
motion_yaw,transformer,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/transformer/transformer_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p0s,0.7600333261156762,3.0,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003
motion_yaw,transformer,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/transformer/transformer_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_3p5s,0.9262692117951122,3.5,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003
motion_yaw,transformer,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/transformer/transformer_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p0s,1.114376162198658,4.0,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003
motion_yaw,transformer,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/transformer/transformer_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_4p5s,1.3069472253436372,4.5,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003
motion_yaw,transformer,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/transformer/transformer_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p0s,1.524741306826234,5.0,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003
motion_yaw,transformer,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/transformer/transformer_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_5p5s,1.7610470228471309,5.5,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003
motion_yaw,transformer,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/transformer/transformer_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw,err_6p0s,2.012749534675756,6.0,transformer_d128_heads_4_layers_2_ff_256_lr_0p0003
motion_yaw_map_agents,constant_velocity,constant_velocity_last_step,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw_map_agents/constant_velocity/constant_velocity_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw_map_agents,err_0p5s,0.079596816411481,0.5,constant_velocity_last_step
motion_yaw_map_agents,constant_velocity,constant_velocity_last_step,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw_map_agents/constant_velocity/constant_velocity_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw_map_agents,err_1p0s,0.1930019340440842,1.0,constant_velocity_last_step
motion_yaw_map_agents,constant_velocity,constant_velocity_last_step,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw_map_agents/constant_velocity/constant_velocity_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw_map_agents,err_1p5s,0.335005584032223,1.5,constant_velocity_last_step
motion_yaw_map_agents,constant_velocity,constant_velocity_last_step,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw_map_agents/constant_velocity/constant_velocity_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw_map_agents,err_2p0s,0.498778968983474,2.0,constant_velocity_last_step
motion_yaw_map_agents,constant_velocity,constant_velocity_last_step,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw_map_agents/constant_velocity/constant_velocity_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw_map_agents,err_2p5s,0.6890124726714103,2.5,constant_velocity_last_step
motion_yaw_map_agents,constant_velocity,constant_velocity_last_step,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw_map_agents/constant_velocity/constant_velocity_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw_map_agents,err_3p0s,0.902246685965112,3.0,constant_velocity_last_step
motion_yaw_map_agents,constant_velocity,constant_velocity_last_step,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw_map_agents/constant_velocity/constant_velocity_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw_map_agents,err_3p5s,1.1404653969695409,3.5,constant_velocity_last_step
motion_yaw_map_agents,constant_velocity,constant_velocity_last_step,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw_map_agents/constant_velocity/constant_velocity_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw_map_agents,err_4p0s,1.3969370321627304,4.0,constant_velocity_last_step
motion_yaw_map_agents,constant_velocity,constant_velocity_last_step,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw_map_agents/constant_velocity/constant_velocity_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw_map_agents,err_4p5s,1.681038905704554,4.5,constant_velocity_last_step
motion_yaw_map_agents,constant_velocity,constant_velocity_last_step,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw_map_agents/constant_velocity/constant_velocity_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw_map_agents,err_5p0s,1.978960850602479,5.0,constant_velocity_last_step
motion_yaw_map_agents,constant_velocity,constant_velocity_last_step,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw_map_agents/constant_velocity/constant_velocity_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw_map_agents,err_5p5s,2.2975037539356644,5.5,constant_velocity_last_step
motion_yaw_map_agents,constant_velocity,constant_velocity_last_step,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw_map_agents/constant_velocity/constant_velocity_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw_map_agents,err_6p0s,2.6385461937492933,6.0,constant_velocity_last_step
motion_yaw_map_agents,gru,gru_hidden_256_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw_map_agents/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw_map_agents,err_0p5s,0.1136760165096678,0.5,gru_hidden_256_layers_2
motion_yaw_map_agents,gru,gru_hidden_256_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw_map_agents/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw_map_agents,err_1p0s,0.1969725872344993,1.0,gru_hidden_256_layers_2
motion_yaw_map_agents,gru,gru_hidden_256_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw_map_agents/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw_map_agents,err_1p5s,0.2836299794560711,1.5,gru_hidden_256_layers_2
motion_yaw_map_agents,gru,gru_hidden_256_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw_map_agents/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw_map_agents,err_2p0s,0.3721255023142062,2.0,gru_hidden_256_layers_2
motion_yaw_map_agents,gru,gru_hidden_256_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw_map_agents/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw_map_agents,err_2p5s,0.4702574579397068,2.5,gru_hidden_256_layers_2
motion_yaw_map_agents,gru,gru_hidden_256_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw_map_agents/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw_map_agents,err_3p0s,0.5777574073297067,3.0,gru_hidden_256_layers_2
motion_yaw_map_agents,gru,gru_hidden_256_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw_map_agents/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw_map_agents,err_3p5s,0.696371536408895,3.5,gru_hidden_256_layers_2
motion_yaw_map_agents,gru,gru_hidden_256_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw_map_agents/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw_map_agents,err_4p0s,0.8168106287273325,4.0,gru_hidden_256_layers_2
motion_yaw_map_agents,gru,gru_hidden_256_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw_map_agents/gru/gru_horizon_errors.csv,/workspaces/nuscenes_trajectory_demo/outputs/plots_motion_yaw_map_agents,err_4p5s,0.9447780922835756,4.5,gru_hidden_256_layers_2
